customer_id,product_id,rating
u_b2d17455,333359,4
u_c8e84240,341804,4
u_44d8becb,341804,5
u_900aaab8,341804,2
u_ab1d59b3,341804,5
u_f42ef066,341804,5
u_71038092,360240,2
u_10cb0043,360240,5
u_8abaa385,360240,3
u_eb2419c6,360240,4
u_0a8fba3b,360240,2
u_d4b8c457,360244,3
u_4f09218a,344655,1
u_a41334ce,344655,2
u_5cf284a2,344655,5
u_954edd1c,344655,5
u_c1b29460,344655,5
u_a5065eaf,344652,5
u_a999c039,344652,5
u_cfcb0626,344652,5
u_7a4d5ad3,344652,4
u_94c615de,344652,5
u_ad4b32d6,344651,5
u_25abdcab,344651,5
u_12f82ad7,344651,4
u_8b452f08,344651,3
u_16e82ac9,344651,2
u_25311484,361311,4
u_4302a248,363537,1
u_e007519c,363537,1
u_7e5c1977,340562,3
u_83e8e794,340562,5
u_ed5e8353,337420,4
u_e1ed4933,338323,5
u_68a07897,335556,3
u_dc3c1447,335556,5
u_c1813527,335556,5
u_d19c6793,335556,5
u_2855cae4,335556,2
u_73a14bb4,354744,1
u_e5aaeb53,334450,3
u_35107cb0,334450,5
u_da608cfb,334450,4
u_05bf96df,334450,3
u_063ac2ae,334450,2
u_4ae33f25,358132,5
u_215e79b4,338324,5
u_95b0d692,338320,3
u_4fa3176b,338320,3
u_3426393f,362406,3
u_74c07c42,339687,4
u_b6d92641,339687,5
u_6e38de91,334442,4
u_75abd0ae,334442,4
u_a3a92bd8,334442,2
u_438b81d3,334442,5
u_e9d8bcd3,334442,3
u_d871e4f5,339587,5
u_b080c167,339581,5
u_0ddf90de,339581,5
u_315717d2,334446,3
u_ab95d7b2,342524,4
u_e7f9aef0,342524,5
u_62ef8c99,359086,5
u_925238e7,359086,5
u_8a2d162d,340147,3
u_13c14d23,363417,5
u_0c0325ba,361231,1
u_f37be727,361231,5
u_dfb1f490,358082,5
u_da608cfb,358082,5
u_26187492,339287,5
u_b51f8e54,339287,3
u_4ced0056,335308,1
u_be67631a,335308,4
u_6012be0d,335308,5
u_80663f52,335308,4
u_6bc83721,335308,5
u_7d3ae35d,335311,1
u_ffb2ec9c,322613,5
u_2b28587f,322613,1
u_6b0c5802,322613,5
u_db399e95,322613,5
u_cdae0792,322613,4
u_fa506a76,343061,3
u_46f7860c,345544,1
u_a336f645,345544,5
u_998f3045,345544,5
u_6a270486,345544,3
u_9ad81a8f,342548,2
u_cfefd1af,339204,3
u_eacd478a,339204,1
u_18f7c70a,339204,3
u_4b34b2d8,331229,5
u_5a7d4b16,331229,5
u_be9ea508,331229,5
u_4399b3a9,331229,1
u_72c22104,331229,1
